Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat,Season
Mark Noble,WHUFC,eng,33,M(C),180,70,37,3205,7,4,8,1,0.9,86.4,0.5,3,2.8,2.2,1,-,0.5,1.9,0.3,-,1.4,0.8,1.5,0.2,1.1,1,52,0.2,4.1,-,7.15,2015_2016
Mauro Zárate,WHUFC,ar,33,"M(CLR),FW",176,76,9(6),791,3,-,1,-,1.9,85.2,0.2,2,1.7,0.5,0.8,-,0.5,0.7,-,-,1.3,1.4,1.5,-,1.1,1.7,17.5,1.2,0.7,-,7.03,2015_2016
Andy Carroll,WHUFC,eng,31,FW,193,79,13(14),1436,9,2,2,-,2.1,61.6,4.1,1,0.3,0.3,1.4,-,1,0.2,0.3,-,0.7,0.3,0.9,0.3,0.8,1.3,16.1,-,0.5,-,6.92,2015_2016
James Collins,WHUFC,wls,37,D(C),188,83,16(3),1440,-,-,3,1,0.7,75.6,2.7,-,1,1,0.6,0.8,7.9,0.5,1.2,-,0.1,0.2,0.4,0.1,0.1,0.1,30.2,-,2.9,-,6.92,2015_2016
James Tomkins,WHUFC,eng,31,D(CR),192,74,23(2),1965,-,-,4,-,0.4,79.5,1.4,1,2.5,2.1,0.7,0.4,4,0.7,0.4,-,0.5,0.2,0.6,-,0.2,0.2,33.4,0.2,2.7,-,6.89,2015_2016
Diafra Sakho,WHUFC,sn,30,FW,184,79,18(3),1527,5,1,3,-,2.3,62.2,2.6,-,0.7,0.4,0.9,-,0.9,0.4,0.1,-,0.7,0.9,1.3,0.6,2.1,2.9,16.4,0.1,0.2,-,6.88,2015_2016
Angelo Ogbonna,WHUFC,it,32,D(C),191,86,27(1),2328,-,-,5,-,0.2,79.4,2.2,-,1.5,1.8,0.8,0.6,5.8,0.3,0.7,-,0.1,0.3,0.6,-,0.3,0.5,33.8,-,2.8,-,6.86,2015_2016
Adrián,WHUFC,es,33,GK,190,80,32,2880,-,-,1,1,-,50.5,0.2,1,-,-,-,-,1.1,0.1,-,-,-,-,0.1,-,-,-,26.7,-,8.6,-,6.81,2015_2016
Aaron Cresswell,WHUFC,eng,30,"D(CL),M(L)",170,66,37,3315,2,4,1,-,0.8,77.5,1.1,-,1,1.9,0.6,0.2,2.4,0.5,0.5,-,1.1,0.3,0.8,-,0.5,0.6,37.2,0.8,3.1,-,6.81,2015_2016
Enner Valencia,WHUFC,ec,30,"AM(LR),FW",174,74,10(9),1010,4,2,1,-,1.8,75.6,1.3,-,1.1,0.5,0.6,-,0.8,0.6,0.1,-,0.6,0.8,1.2,0.5,1.4,1.9,13.2,0.3,0.1,-,6.75,2015_2016
Alexandre Song,WHUFC,cm,33,M(C),185,74,8(4),660,-,-,1,-,0.5,85.3,0.4,-,3.4,1,1.1,-,0.5,2,-,-,0.7,0.6,0.6,-,1.1,0.7,37.3,-,2.3,-,6.72,2015_2016
Sam Byram,WHUFC,eng,27,"D(LR),M(R)",180,72,2(2),286,-,-,3,-,-,74.7,0.8,-,1.3,3,1.8,0.3,2.8,0.3,0.8,-,0.5,-,1,0.5,-,1,23.8,0.5,1,-,6.66,2015_2016
Pedro Obiang,WHUFC,es,28,DMC,185,75,11(13),1081,-,1,2,-,0.3,78.6,1.3,1,1.8,1.5,0.8,-,0.9,1.1,0.5,-,0.1,0.5,0.4,-,0.5,0.3,19.8,-,1.1,-,6.66,2015_2016
Victor Moses,WHUFC,ng,29,M(CLR),177,79,13(8),982,1,2,-,-,1,80,0.3,-,0.6,0.5,0.8,-,0.1,0.4,0.1,-,0.8,1.5,1,0.3,0.7,1.2,13.3,0.4,0.3,-,6.52,2015_2016
Modibo Maiga,WHUFC,ml,33,FW,185,76,0(3),25,1,-,-,-,0.7,50,0.7,-,-,-,0.3,-,-,-,-,-,-,1,-,1,-,0.3,3.3,-,-,-,6.42,2015_2016
Reece Oxford,WHUFC,eng,21,"D(C),DMC",190,86,3(4),211,-,-,-,-,0.1,82.7,0.4,-,1.1,0.9,0.1,0.3,1.1,0.6,0.3,-,-,-,0.1,-,-,0.1,7.4,-,0.3,-,6.37,2015_2016
Carl Jenkinson,WHUFC,eng,28,D(R),185,77,13(7),1226,2,-,3,1,0.4,74.8,0.7,-,1.2,1,0.7,0.1,2.7,0.5,0.3,1,0.3,0.4,0.2,-,0.3,0.6,25.2,0.4,1.5,-,6.36,2015_2016
Nikica Jelavic,WHUFC,hr,35,FW,187,84,1(12),340,1,2,1,-,0.8,68.9,0.8,-,0.2,0.2,0.5,-,0.3,0.2,-,-,0.7,0.1,0.3,0.5,0.2,0.3,5.7,0.1,-,-,6.33,2015_2016
Emmanuel Emenike,WHUFC,ng,33,"AM(R),FW",182,82,5(8),510,-,-,-,-,0.8,76.1,0.8,-,0.4,0.1,0.4,-,0.3,0.2,0.1,-,0.5,0.8,0.5,0.5,1,1.6,10.9,0.1,0.2,-,6.27,2015_2016
Matthew Jarvis,WHUFC,eng,34,M(LR),173,70,0(3),74,-,-,-,-,-,81,0.3,-,1,0.3,0.3,-,-,-,-,-,-,-,-,-,0.7,-,7,-,-,-,6.25,2015_2016
Darren Randolph,WHUFC,ie,33,GK,188,98,6,540,-,-,-,-,0.2,46.3,0.2,-,-,-,-,-,0.3,-,-,-,-,0.2,-,-,-,-,27.3,-,9.2,-,6.24,2015_2016
Kevin Nolan,WHUFC,eng,38,M(C),183,85,1(1),57,-,-,-,-,-,93.3,-,-,0.5,-,-,-,0.5,0.5,-,-,-,0.5,-,-,0.5,-,7.5,-,-,-,6.08,2015_2016
Josh Cullen,WHUFC,ie,24,DMC,175,70,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,2015_2016
Troy Deeney,WAT,eng,32,FW,183,90,26(1),2234,10,2,3,-,1.7,54.2,7.3,2,0.7,0.4,1.4,-,1,0.9,-,-,1.1,0.4,1.3,0.4,1,1.9,26.3,-,0.3,-,7.05,2019_2020
Etienne Capoue,WAT,fr,32,"D(C),M(CL)",189,80,30,2632,-,3,8,-,0.6,81.3,1.6,1,2.5,2.3,1.9,-,1.9,1.6,0.4,-,0.7,0.8,1.3,-,0.9,0.6,47.8,0.3,3.7,0.1,6.91,2019_2020
Gerard Deulofeu,WAT,es,26,"AM(LR),FW",177,73,25(3),2109,4,5,3,-,2.3,80.2,-,3,1.2,0.9,1,-,0.2,1.7,-,-,1.6,2.2,0.8,0.6,1.9,2.4,25.8,0.5,0.8,-,6.90,2019_2020
Daryl Janmaat,WAT,nl,31,"D(R),M(R)",185,80,7(1),608,-,1,1,-,0.5,76.4,0.3,-,1.8,0.9,0.6,0.4,2.4,0.9,0.3,1,0.8,0.6,0.1,-,0.3,1.1,33.4,0.9,1,-,6.73,2019_2020
Craig Dawson,WAT,eng,30,D(CR),188,82,26(3),2361,2,-,6,-,0.9,77.5,3.5,1,1,1.2,1.1,0.6,3.8,0.5,1.1,-,0.2,0.1,0.4,-,0.1,0.5,32.3,-,3,-,6.72,2019_2020
Ismaila Sarr,WAT,sn,22,"AM(LR),FW",185,76,22(6),2030,5,4,1,-,1.6,81.5,0.7,2,0.4,0.6,0.8,-,0.2,0.6,-,-,0.9,1.7,1.7,0.5,2,2.7,17.6,0.6,0.3,-,6.71,2019_2020
Christian Kabasele,WAT,be,29,D(C),187,84,26(1),2253,-,2,1,2,0.3,72.7,2.3,1,1.4,1.3,0.8,0.8,4.6,0.6,0.9,-,0.2,0.3,0.5,-,0.2,0.4,24.8,-,2.2,-,6.70,2019_2020
Abdoulaye Doucouré,WAT,fr,27,M(C),184,75,36(1),3167,4,2,9,-,1.6,78.4,1.5,1,1.7,0.8,1.4,-,0.8,1.1,0.2,1,1,1.1,0.4,0.2,0.8,1.6,45.4,0.1,1.1,-,6.67,2019_2020
Adam Masina,WAT,ma,26,"D(L),M(L)",189,78,20(6),1819,1,-,3,-,0.6,63.3,2.6,-,1.5,1.1,1,0.2,2.3,0.9,0.5,-,0.4,0.3,0.5,0.1,0.5,0.6,26.8,0.5,1.8,-,6.66,2019_2020
Craig Cathcart,WAT,nir,31,D(CR),188,73,28(1),2490,-,-,7,-,0.1,80.6,2.3,-,1.4,0.9,0.4,0.6,4.6,0.5,0.6,-,0.1,0.1,0.1,-,0.1,0.3,31.5,-,2.3,-,6.63,2019_2020
Will Hughes,WAT,eng,25,M(CR),185,74,27(3),2263,1,1,9,-,0.9,78.3,0.8,1,2.5,1.2,1.8,-,0.9,1.4,0.3,-,0.8,0.8,1.5,-,1.1,1.5,28,0.7,0.4,-,6.63,2019_2020
Sebastian Prödl,WAT,at,33,D(C),194,92,1,57,-,-,-,-,2,54.5,3,-,-,-,1,-,4,-,-,-,-,-,-,-,-,-,11,-,-,-,6.59,2019_2020
Kiko Femenía,WAT,es,29,"D(LR),M(R)",176,61,26(2),2244,-,-,5,-,0.2,78.6,0.5,-,2.4,1.3,0.9,0.2,1.6,1.3,0.1,-,0.6,0.7,0.4,-,0.4,0.8,34,0.7,1.3,-,6.53,2019_2020
Ben Foster,WAT,eng,37,GK,193,79,38,3420,-,-,1,-,-,40.4,0.3,1,-,-,0.1,-,0.8,0.1,-,-,-,0.1,0.1,-,-,-,28.7,-,8.5,-,6.52,2019_2020
José Holebas,WAT,gr,36,"D(L),M(L)",184,77,11(3),1025,-,-,5,-,0.4,73.2,2.6,-,1.9,0.2,1.3,0.1,2.1,1.4,0.3,-,0.8,0.5,0.4,-,0.4,0.4,29.6,1.2,1,-,6.44,2019_2020
Nathaniel Chalobah,WAT,eng,25,DMC,187,80,10(12),926,-,1,1,-,0.4,73.7,0.9,-,1.4,0.8,0.3,-,0.8,0.7,0.2,-,0.4,0.2,0.4,-,0.5,0.7,15.7,0.2,0.5,-,6.41,2019_2020
Danny Welbeck,WAT,eng,29,"AM(CLR),FW",185,73,8(10),816,2,-,-,-,1.2,75.2,1.6,1,0.8,0.3,0.5,0.1,0.3,0.4,0.1,-,0.2,0.5,0.6,0.1,1.1,1.2,9.2,-,-,-,6.39,2019_2020
Tom Cleverley,WAT,eng,31,M(CLR),175,67,11(7),967,1,-,2,-,0.9,83.3,0.5,-,1.6,0.6,0.9,-,0.8,1.5,0.1,-,0.8,0.4,0.6,-,0.2,0.6,23.9,0.3,0.9,-,6.38,2019_2020
Roberto Pereyra,WAT,ar,29,"M(CLR),FW",182,77,17(11),1653,3,-,4,-,0.8,85.2,0.2,-,0.7,0.5,0.8,-,0.2,0.7,-,-,0.7,0.7,1.2,0.2,1,1.7,21.9,0.2,0.4,-,6.35,2019_2020
Adrian Mariappa,WAT,jm,34,D(CR),180,78,15(5),1509,-,-,4,1,0.2,73.2,2.1,-,1,0.6,1,0.4,3.4,1,0.4,1,0.2,0.1,0.4,0.1,0.2,0.5,23.1,0.3,1.3,-,6.25,2019_2020
Ignacio Pussetto,WAT,ar,24,"AM(CLR),FW",180,74,0(7),68,-,-,1,-,-,58.6,0.1,-,1,0.4,0.4,-,0.4,0.7,0.1,-,-,0.3,0.3,-,0.3,0.4,4.1,0.1,0.3,-,6.24,2019_2020
João Pedro,WAT,br,19,FW,182,70,0(3),22,-,-,-,-,0.3,77.8,0.7,-,-,-,0.3,-,-,-,-,-,-,1,-,-,0.7,-,3,0.3,-,-,6.19,2019_2020
Andre Gray,WAT,eng,29,FW,178,83,7(16),747,2,-,1,-,0.8,65.3,0.7,-,0.2,-,0.4,-,0.1,0.1,-,-,0.4,0.3,-,0.3,0.6,1.3,6.5,-,0.2,-,6.15,2019_2020
Domingos Quina,WAT,pt,20,DMC,179,72,0(4),18,-,-,-,-,0.3,100,-,-,0.5,-,0.3,-,-,0.3,-,-,-,0.3,0.3,-,0.3,0.5,2.5,-,-,-,6.08,2019_2020
Dimitri Foulquier,WAT,fr,27,"D(LR),M(R)",183,72,1(2),58,-,-,-,-,-,80,-,-,0.3,0.7,-,-,0.7,-,-,-,-,0.7,-,-,-,0.7,3.3,-,0.3,-,6.03,2019_2020
Isaac Success,WAT,ng,24,"AM(LR),FW",186,86,0(5),67,-,-,1,-,0.2,76.5,-,-,-,0.2,0.4,-,-,-,-,-,0.2,0.2,0.4,-,0.4,1,3.4,-,-,-,5.96,2019_2020
Etienne Capoue,WAT,fr,32,"D(C),M(CL)",189,80,33,2947,1,3,14,1,0.5,84.4,2,2,2.8,2.6,1.4,0.1,2.8,1.6,0.4,-,0.3,1,1.8,-,0.6,0.5,53,-,3.5,0.1,7.13,2018_2019
Troy Deeney,WAT,eng,32,FW,183,90,28(4),2548,9,5,4,1,2,60.7,6.5,4,0.8,0.2,1.3,-,0.9,0.8,0.1,-,1.3,0.2,1.1,0.4,1.1,1.9,25.8,0.1,0.4,0.1,7.11,2018_2019
José Holebas,WAT,gr,36,"D(L),M(L)",184,77,27(1),2394,3,6,12,1,0.6,68.5,2.2,-,2.4,0.8,1.2,0.4,2.9,0.9,0.3,-,1.4,0.8,0.5,0.1,0.9,1,29.8,1.5,1.6,-,7.00,2018_2019
Daryl Janmaat,WAT,nl,31,"D(R),M(R)",185,80,17(1),1522,-,2,3,-,0.6,75.8,1.1,-,2,1.8,0.9,0.4,3.3,0.5,0.3,-,0.7,0.7,0.1,0.1,0.6,0.8,33.3,0.8,2.6,-,6.88,2018_2019
Gerard Deulofeu,WAT,es,26,"AM(LR),FW",177,73,26(4),2083,10,5,3,-,2,77.4,0.1,3,0.4,0.5,0.5,-,0.1,0.7,-,-,1,1.6,0.4,1.1,2,2.2,23.9,0.2,0.5,0.1,6.84,2018_2019
Abdoulaye Doucouré,WAT,fr,27,M(C),184,75,34(1),3062,5,6,7,-,1.5,83.5,1.2,-,2,1,1,-,1.5,1.1,0.2,1,1.1,0.9,0.4,0.1,1.2,1.7,55.4,0.1,1.7,0.1,6.76,2018_2019
Will Hughes,WAT,eng,25,M(CR),185,74,31(1),2436,2,4,5,-,1,76.4,0.7,-,2.3,0.8,1.7,-,0.7,1.1,0.2,-,0.9,0.8,2.2,-,1.6,1.8,30,0.1,0.5,-,6.72,2018_2019
Ben Foster,WAT,eng,37,GK,193,79,38,3420,-,-,1,-,-,44.8,0.5,1,0.1,0.1,0.1,-,1.2,0.1,-,-,0.1,-,0.2,-,-,-,30.3,-,9.6,-,6.69,2018_2019
Christian Kabasele,WAT,be,29,D(C),187,84,19(2),1587,-,-,2,1,0.4,73.9,2.9,1,1.2,1.8,1,1.1,5,0.6,0.8,-,0.1,-,0.7,-,-,0.3,26.2,-,2.1,-,6.67,2018_2019
Roberto Pereyra,WAT,ar,29,"M(CLR),FW",182,77,33,2825,6,1,3,-,1.7,83.2,0.1,1,0.6,0.7,0.8,-,0.6,0.5,-,-,1.1,1.2,1.1,0.1,2,2.5,34,0.2,1.4,-,6.66,2018_2019
Adam Masina,WAT,ma,26,"D(L),M(L)",189,78,11(3),1004,-,1,5,-,0.2,80.7,1.6,-,2.1,1.2,1.2,0.1,2.6,0.9,0.3,-,0.2,0.5,0.7,0.1,0.1,0.9,31.1,0.4,1.9,-,6.66,2018_2019
Craig Cathcart,WAT,nir,31,D(CR),188,73,35(1),3099,3,-,2,-,0.4,81.5,2.4,2,1.4,1.1,0.4,1.1,5,0.4,0.8,2,-,0.1,0.2,-,0.1,0.3,35.5,-,2.7,-,6.66,2018_2019
Adrian Mariappa,WAT,jm,34,D(CR),180,78,20(6),1924,-,-,3,-,0.3,82.3,2.3,1,1.3,1,0.7,0.7,4.5,0.6,0.6,-,0.2,-,0.2,-,0.2,0.2,34,-,2.2,-,6.60,2018_2019
Kiko Femenía,WAT,es,29,"D(LR),M(R)",176,61,22(7),2046,1,1,1,-,0.2,83.1,0.4,-,1.7,1.2,0.4,0.2,2.2,0.9,0.2,-,0.4,0.4,0.5,0.1,0.4,0.7,31.9,0.5,1.1,-,6.55,2018_2019
Ken Sema,WAT,se,27,M(CLR),180,69,9(8),756,1,2,1,-,0.7,72.5,1.2,-,0.9,0.5,0.8,0.1,0.2,0.7,-,-,0.5,1.1,0.5,0.1,1.6,1.3,13.9,0.1,-,-,6.52,2018_2019
Domingos Quina,WAT,pt,20,DMC,179,72,3(5),335,1,-,-,-,0.6,85,0.3,-,1.1,0.4,0.9,-,0.1,1,-,-,0.3,0.6,0.8,-,0.6,0.9,28.4,0.1,1.9,-,6.44,2018_2019
Andre Gray,WAT,eng,29,FW,178,83,13(16),1362,7,2,2,-,1.2,65.7,0.6,-,0.1,0.1,0.4,-,0.1,0.2,-,-,0.5,0.3,0.3,0.5,0.7,1.9,8.1,0.1,0.1,-,6.35,2018_2019
Tom Cleverley,WAT,eng,31,M(CLR),175,67,4(9),472,1,-,2,-,0.3,78.7,0.3,-,1.3,0.4,0.6,-,0.8,1.2,-,-,0.1,0.1,0.3,0.1,0.3,0.4,17,0.1,0.9,-,6.35,2018_2019
Isaac Success,WAT,ng,24,"AM(LR),FW",186,86,9(21),1039,1,1,4,-,1,71.3,1,-,0.5,0.1,0.8,-,0.4,0.1,-,-,0.7,0.5,1.6,0.4,0.8,1.5,11.6,-,0.3,-,6.32,2018_2019
Marc Navarro,WAT,es,25,D(R),188,79,1(1),85,-,-,-,-,-,82.6,-,-,2,-,0.5,-,1,0.5,-,-,-,0.5,-,-,-,-,11.5,0.5,0.5,-,6.15,2018_2019
Miguel Britos,WAT,uy,35,D(CL),188,82,2(1),185,-,-,-,-,-,79.7,1.7,-,1.3,1,1,1.7,3.3,0.7,0.3,-,-,0.3,0.3,-,-,0.3,19.7,-,1.7,-,6.12,2018_2019
Nathaniel Chalobah,WAT,eng,25,DMC,187,80,3(6),267,-,-,2,-,0.2,75,0.4,-,0.3,0.6,0.6,-,0.8,0.6,0.1,-,0.1,-,0.3,-,0.3,0.9,12.4,0.1,0.4,-,6.07,2018_2019
Sebastian Prödl,WAT,at,33,D(C),194,92,0(1),14,-,-,-,-,-,100,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6.02,2018_2019
Ben Wilmot,WAT,eng,20,D(C),188,80,0(2),26,-,-,-,-,-,66.7,-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,4.5,-,1.5,-,5.98,2018_2019
Stefano Okaka,WAT,it,31,FW,186,82,0(2),22,-,-,1,-,1,71.4,0.5,-,-,-,0.5,-,-,-,-,-,1,0.5,0.5,-,0.5,0.5,7,-,-,-,5.97,2018_2019
Abdoulaye Doucouré,WAT,fr,27,M(C),184,75,37,3325,7,3,10,-,1.3,83.6,1.2,1,2.1,1.5,1.2,-,1.5,1.4,0.3,-,1.1,1.1,0.7,0.1,1.2,1.5,60.6,0.2,2.3,0.1,7.00,2017_2018
Christian Kabasele,WAT,be,29,D(C),187,84,27(1),2332,2,-,5,-,0.4,74.8,3.7,2,1.5,1.2,1.1,1.3,6.2,0.5,0.8,1,0.1,0.1,0.6,-,0.1,0.3,32.3,-,2.3,-,6.93,2017_2018
Younes Kaboul,WAT,fr,34,D(C),193,87,2,151,-,-,-,-,-,68.4,4,-,1.5,1,0.5,-,7.5,-,1,-,-,-,-,-,-,-,38,-,5,-,6.90,2017_2018
Nathaniel Chalobah,WAT,eng,25,DMC,187,80,5(1),448,-,-,1,-,2,72.5,1.8,-,1.5,1,0.5,0.2,1,0.5,0.8,-,0.2,1.2,1.2,0.2,0.7,0.8,30.3,-,1.5,-,6.86,2017_2018
Richarlison,WAT,br,23,"AM(CLR),FW",184,83,32(6),2827,5,4,4,-,2.5,63.9,3.2,4,1.7,0.6,1,-,0.8,0.8,0.1,-,0.7,1.2,2.5,0.6,2.1,3.1,21.2,0.2,0.2,-,6.84,2017_2018
Marvin Zeegelaar,WAT,nl,30,"D(L),M(L)",186,84,12,995,-,1,4,1,-,79.9,1.1,1,1.9,1.7,1.4,0.3,2.1,1.1,0.1,-,0.6,1.3,0.8,-,0.8,0.9,35.2,0.8,1.3,-,6.81,2017_2018
Gerard Deulofeu,WAT,es,26,"AM(LR),FW",177,73,5(2),438,1,-,-,-,1.1,74.6,-,1,0.7,0.6,0.4,-,0.3,1.3,-,-,1.6,2.4,0.7,0.1,1,2.3,20.3,0.4,0.6,-,6.80,2017_2018
Daryl Janmaat,WAT,nl,31,"D(R),M(R)",185,80,21(2),1822,3,-,3,-,1,75.9,1.2,1,2,1.4,0.6,0.2,2.3,1.3,0.2,-,0.5,0.4,0.2,-,0.4,0.6,33.4,0.7,2.3,-,6.76,2017_2018
José Holebas,WAT,gr,36,"D(L),M(L)",184,77,26(2),2382,-,4,7,-,0.6,68.4,1.6,-,1.8,1,1.3,0.4,2.9,0.9,0.3,-,1.4,0.8,0.6,-,0.8,1,34.2,1.6,2,-,6.76,2017_2018
Kiko Femenía,WAT,es,29,"D(LR),M(R)",176,61,19(4),1715,1,1,2,-,0.4,83.2,0.4,-,1.6,1.5,0.3,-,1.3,0.6,0.1,-,0.8,1.1,0.9,0.1,0.6,1,34.5,0.7,1.2,-,6.76,2017_2018
Etienne Capoue,WAT,fr,32,"D(C),M(CL)",189,80,18(5),1542,1,-,3,-,1,82.4,1.8,-,1.9,1.9,0.9,-,1.5,1.2,-,-,0.3,0.6,0.7,-,0.8,0.3,38,-,2.7,0.2,6.74,2017_2018
Will Hughes,WAT,eng,25,M(CR),185,74,11(4),995,2,3,-,-,0.8,79.7,0.2,1,2.3,1,1.3,-,0.4,0.7,0.1,-,1.1,0.5,1.4,0.1,1.5,1.3,26.9,0.1,0.2,0.1,6.74,2017_2018
Tom Cleverley,WAT,eng,31,M(CLR),175,67,22(1),1905,1,2,1,1,0.7,82.3,1,-,2.1,1.1,1.4,-,0.8,1.3,-,-,1.3,0.2,1.1,-,0.7,0.9,49.4,0.8,2.5,-,6.66,2017_2018
Adrian Mariappa,WAT,jm,34,D(CR),180,78,24(4),2209,-,-,4,-,0.4,77,3.2,-,1.6,1.6,1.1,0.5,4.6,0.7,0.6,-,0.1,0.1,0.6,-,0.1,0.1,34.3,-,1.9,-,6.65,2017_2018
Molla Wagué,WAT,ml,29,D(C),191,85,5(1),440,1,-,-,-,0.5,74.5,2.7,-,0.8,1.5,0.8,0.7,5,0.5,-,-,-,-,0.2,-,-,0.2,24.2,0.2,2.2,-,6.64,2017_2018
Heurelho Gomes,WAT,br,39,GK,191,91,24,2129,-,-,-,-,-,55.9,0.5,-,-,0.1,-,-,1.6,-,-,-,-,-,0.1,-,-,0.1,26.3,-,8.7,-,6.64,2017_2018
André Carrillo,WAT,pe,29,AM(LR),182,75,16(12),1537,1,2,2,-,0.9,76.6,0.5,1,1.1,0.5,0.5,-,0.4,0.9,-,-,0.7,2.1,0.5,0.1,1.5,1.8,25.3,0.3,0.9,-,6.62,2017_2018
Troy Deeney,WAT,eng,32,FW,183,90,20(9),1842,5,2,1,1,1.2,56.6,4.7,1,0.5,0.2,0.8,0.1,0.7,0.3,-,-,0.9,0.1,0.6,0.6,1,0.8,18.7,-,0.3,-,6.61,2017_2018
Craig Cathcart,WAT,nir,31,D(CR),188,73,5(2),495,-,-,1,-,0.3,77.3,1.4,-,1.1,0.4,0.3,0.9,5.4,0.1,0.9,-,-,0.1,0.1,-,-,-,26.4,-,3.4,-,6.61,2017_2018
Sebastian Prödl,WAT,at,33,D(C),194,92,17(4),1568,-,-,5,-,0.4,78.2,2.1,-,1,1.5,1,1.1,4.2,0.3,0.4,-,0.1,-,0.4,0.1,-,0.2,27,-,2.6,-,6.54,2017_2018
Roberto Pereyra,WAT,ar,29,"M(CLR),FW",182,77,18(14),1622,5,2,3,-,1,84.9,0.1,1,0.3,0.3,0.6,-,0.1,0.3,-,-,0.8,1,0.8,0.1,1,1.6,21.1,0.4,1,-,6.51,2017_2018
Miguel Britos,WAT,uy,35,D(CL),188,82,10(2),798,1,-,3,1,0.3,80.7,2.3,-,1.3,1,0.7,0.6,3.7,0.4,0.1,-,0.3,0.2,0.5,-,0.1,0.4,32.3,0.1,3.1,-,6.50,2017_2018
Nordin Amrabat,WAT,ma,33,"M(CLR),FW",179,73,3,200,-,-,-,-,0.3,60.6,1,-,2,-,2,-,0.7,0.7,-,-,1,0.7,0.7,0.7,2.3,1.3,22,0.7,0.3,-,6.49,2017_2018
Stefano Okaka,WAT,it,31,FW,186,82,3(12),446,1,1,2,-,0.7,66.2,1.5,-,0.4,-,1.4,-,-,0.2,-,-,0.3,0.9,0.6,0.3,1.5,1.3,10.3,0.1,0.3,0.1,6.37,2017_2018
Orestis Karnezis,WAT,gr,35,GK,189,79,14(1),1291,-,-,-,-,-,44.8,0.3,-,-,0.1,-,-,0.5,0.1,-,-,-,-,0.1,-,-,0.1,24.9,-,8.7,-,6.34,2017_2018
Ben Watson,WAT,eng,35,M(C),178,68,6(2),459,-,-,1,-,0.1,82.2,1.3,-,2.4,0.9,1.4,0.1,1.1,2.6,0.1,-,0.4,-,0.6,-,0.3,0.8,29.5,0.1,2.3,-,6.29,2017_2018
Andre Gray,WAT,eng,29,FW,178,83,16(15),1499,5,2,1,-,1.1,71.9,0.5,-,0.1,0.1,0.4,-,0.1,0.1,-,-,0.6,0.1,0.2,0.4,0.7,1.6,9.6,0.1,0.2,-,6.24,2017_2018
Dodi Lukébakio,WAT,be,23,"AM(LR),FW",187,77,0(1),16,-,-,-,-,1,100,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,1,6,1,-,-,6.19,2017_2018
Jerome Sinclair,WAT,eng,24,"AM(L),FW",173,79,0(4),29,-,-,-,-,-,87.5,-,-,-,0.3,0.3,-,-,0.3,-,-,0.3,0.5,-,-,-,0.3,2,-,-,-,6.11,2017_2018
José Holebas,WAT,gr,36,"D(L),M(L)",184,77,33,2910,2,4,14,-,0.8,74.9,1.4,1,1.8,1.7,1.3,0.2,3.5,0.7,0.3,-,1.1,1.3,0.7,-,1.2,1.1,35.1,1,1.4,-,6.93,2016_2017
Younes Kaboul,WAT,fr,34,D(C),193,87,22,1825,2,-,2,-,0.5,68.3,2.8,1,1.6,2.1,0.9,0.7,5.6,0.8,0.6,-,0.1,0.4,0.2,-,0.5,0.5,31.1,-,3.6,-,6.89,2016_2017
Etienne Capoue,WAT,fr,32,"D(C),M(CL)",189,80,37,3213,7,1,5,-,1.4,82.9,0.9,2,1.6,1.6,1.4,-,0.7,1.2,0.2,-,1,0.9,1.2,-,1,1.1,40.1,0.9,2.4,-,6.85,2016_2017
Adrian Mariappa,WAT,jm,34,D(CR),180,78,6(1),561,-,-,-,-,0.3,82.4,3.4,-,2.4,2.1,0.6,0.7,7.3,0.7,0.9,-,0.1,0.1,0.4,0.3,0.1,0.3,34.9,-,2.4,-,6.85,2016_2017
Troy Deeney,WAT,eng,32,FW,183,90,31(6),2942,10,4,7,-,1.1,58.5,5.2,2,0.5,0.4,1.2,-,1.4,0.3,0.1,1,1.1,0.4,0.7,0.5,1,1.8,22.7,0.1,0.4,-,6.84,2016_2017
Heurelho Gomes,WAT,br,39,GK,191,91,38,3339,-,-,1,-,-,48.8,0.3,-,-,0.1,-,-,1.5,-,-,1,-,-,0.1,-,-,0.1,27.2,-,8.1,-,6.79,2016_2017
Costel Pantilimon,WAT,ro,33,GK,203,90,0(2),81,-,-,-,-,-,45.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.5,-,5,-,6.77,2016_2017
Miguel Britos,WAT,uy,35,D(CL),188,82,27,2285,1,2,6,2,0.7,68.7,3.2,1,1.3,1.8,1.3,0.6,5.3,0.8,0.7,-,0.3,0.1,0.9,0.1,0.2,0.2,38,0.1,3.5,-,6.75,2016_2017
