Name,Position,Team,Salary,Season
Dean Henderson,Goalkeeper,SUFC,"£520,000",2019_2020
Jack O'Connell,Defender,SUFC,"£520,000",2019_2020
Josh Tymon,Defender,SCFC,"£520,000",2019_2020
Rekeem Harper,Midfielder,WBAFC,"£520,000",2019_2020
Matt Doherty,Defender,WWFC,"£520,000",2019_2020
Callum Hudson-Odoi,Forward,CFC,"£500,000",2019_2020
Divock Origi,Forward,LFC,"£468,000",2019_2020
Leon Clarke,Forward,SUFC,"£468,000",2019_2020
Neil Taylor,Defender,AVFC,"£416,000",2019_2020
Kortney Hause,Defender,AVFC,"£416,000",2019_2020
Ezri Konsa,Defender,AVFC,"£416,000",2019_2020
Jed Steer,Goalkeeper,AVFC,"£416,000",2019_2020
Beni Baningime,Midfielder,EFC,"£416,000",2019_2020
Floyd Ayité,Forward,FFC,"£416,000",2019_2020
Joel Coleman,Goalkeeper,HUD,"£416,000",2019_2020
Luke Ayling,Defender,LUFC,"£416,000",2019_2020
Stuart Dallas,Midfielder,LUFC,"£416,000",2019_2020
Emiliano Buendía,Forward,NCFC,"£416,000",2019_2020
Onel Hernández,Forward,NCFC,"£416,000",2019_2020
Ben Marshall,Midfielder,NCFC,"£416,000",2019_2020
Teemu Pukki,Forward,NCFC,"£416,000",2019_2020
Mark Duffy (on loan from ),Midfielder,SUFC,"£416,000",2019_2020
John Fleck,Midfielder,SUFC,"£416,000",2019_2020
Domingos Quina,Midfielder,WAT,"£416,000",2019_2020
Sam Field,Midfielder,WBAFC,"£416,000",2019_2020
Mateusz Klich,Midfielder,LUFC,"£403,000",2019_2020
Hamza Choudhury,Midfielder,LC,"£390,000",2019_2020
John Egan,Defender,SUFC,"£390,000",2019_2020
Jack Grealish,Midfielder,AVFC,"£364,000",2019_2020
Adrian Mariappa,Defender,WAT,"£364,000",2019_2020
Liam Cooper,Defender,LUFC,"£338,000",2019_2020
Omar Bogle,Forward,CCFC,"£312,000",2019_2020
Jay Fulton,Midfielder,SCAFC,"£312,000",2019_2020
Matheus Pereira,Forward,WBAFC,"£312,000",2019_2020
Keinan Davis,Forward,AVFC,"£260,000",2019_2020
Adam Legzdins,Goalkeeper,BFC,"£260,000",2019_2020
Max Aarons,Defender,NCFC,"£260,000",2019_2020
Ben Godfrey,Defender,NCFC,"£260,000",2019_2020
Jamal Lewis,Defender,NCFC,"£260,000",2019_2020
Simon Moore,Goalkeeper,SUFC,"£260,000",2019_2020
Callum Robinson,Forward,SUFC,"£260,000",2019_2020
Julien Ngoy,Forward,SCFC,"£260,000",2019_2020
Thibaud Verlinden,Midfielder,SCFC,"£260,000",2019_2020
Sead Haksabanovic,Midfielder,WHUFC,"£260,000",2019_2020
Kalvin Phillips,Midfielder,LUFC,"£234,000",2019_2020
Kieron Freeman,Defender,SUFC,"£234,000",2019_2020
George Baldock,Defender,SUFC,"£208,000",2019_2020
John Lundstrom,Midfielder,SUFC,"£208,000",2019_2020
Ben Osborn,Midfielder,SUFC,"£208,000",2019_2020
Enda Stevens,Defender,SUFC,"£208,000",2019_2020
Dara O'Shea,Defender,WBAFC,"£208,000",2019_2020
Tyler Roberts,Midfielder,LUFC,"£182,000",2019_2020
Rhys Healey,Forward,CCFC,"£156,000",2019_2020
George Thomas,Forward,LC,"£156,000",2019_2020
Freddie Woodman (on loan from ),Goalkeeper,NUFC,"£156,000",2019_2020
Kean Bryan,Defender,SUFC,"£156,000",2019_2020
Declan Rice,Defender,WHUFC,"£156,000",2019_2020
Jamie Sterry,Defender,NUFC,"£104,000",2019_2020
Yan Valery,Defender,SFC,"£104,000",2019_2020
Grady Diangana (on loan from ),Forward,WHUFC,"£104,000",2019_2020
Todd Cantwell,Midfielder,NCFC,"£78,000",2019_2020
Morgan Gibbs-White,Midfielder,WWFC,"£78,000",2019_2020
Sam Hughes,Defender,LC,"£46,800",2019_2020
Sean Longstaff,Midfielder,NUFC,"£36,000",2019_2020
Leif Davis,Defender,LUFC,"£31,000",2019_2020
Regan Booty,Midfielder,HUD,"£26,000",2019_2020
Gaetano Berardi,Defender,LUFC,£0,2019_2020
Joel Matip,Defender,LFC,£0,2019_2020
Nicolas Otamendi,Defender,MCFC,£0,2019_2020
Toby Alderweireld,Defender,THFC,£0,2019_2020
Jose Moutinho,Midfielder,WWFC,£0,2019_2020
